time,x_diff,y_diff,z_diff,sum_diff,labels
2019-11-15 00:07:00,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:01,0.0,0.0,0.01171875,0.01171875,0
2019-11-15 00:07:02,0.0,0.0,-0.01171875,0.01171875,0
2019-11-15 00:07:03,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:04,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:06,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:07,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:08,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:09,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:10,0.0,0.0,0.01171875,0.01171875,0
2019-11-15 00:07:11,0.0,0.0,-0.01171875,0.01171875,0
2019-11-15 00:07:13,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:14,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:15,0.0078125,0.0,0.01171875,0.01953125,0
2019-11-15 00:07:16,-0.0078125,0.0,-0.01171875,0.01953125,0
2019-11-15 00:07:18,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:19,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:20,0.0,0.0,-0.01953125,0.01953125,0
2019-11-15 00:07:21,0.0,0.0,0.01953125,0.01953125,0
2019-11-15 00:07:22,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:23,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:25,0.0,0.0,0.01171875,0.01171875,0
2019-11-15 00:07:26,0.0,0.0,-0.01171875,0.01171875,0
2019-11-15 00:07:28,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:29,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:31,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:33,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:35,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:37,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:38,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:41,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:42,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:44,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:46,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:47,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:49,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:50,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:51,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:52,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:07:55,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:56,0.0,0.0,0.0,0.0,1
2019-11-15 00:07:59,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:00,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:02,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:03,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:05,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:07,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:08,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:09,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:10,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:11,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:12,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:13,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:17,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:19,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:20,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:22,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:23,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:25,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:30,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:31,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:33,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:34,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:36,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:37,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:38,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:39,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:40,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:41,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:43,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:08:44,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:08:46,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:47,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:48,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:49,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:50,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:51,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:53,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:54,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:55,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:56,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:57,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:58,0.0,0.0,0.0,0.0,1
2019-11-15 00:08:59,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:00,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:01,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:03,0.0,0.0,0.01171875,0.01171875,0
2019-11-15 00:09:04,0.0,0.0,-0.01171875,0.01171875,0
2019-11-15 00:09:05,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:06,0.0078125,0.0,-0.01953125,0.02734375,0
2019-11-15 00:09:07,-0.0078125,0.0,0.01953125,0.02734375,0
2019-11-15 00:09:08,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:09,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:10,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:11,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:13,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:14,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:15,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:16,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:17,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:19,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:20,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:22,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:23,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:24,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:25,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:26,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:29,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:09:30,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:09:31,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:32,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:36,0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:09:37,-0.0078125,0.0,0.0,0.0078125,0
2019-11-15 00:09:41,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:42,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:45,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:46,0.0078125,0.0,0.01171875,0.01953125,0
2019-11-15 00:09:48,-0.0078125,0.0,-0.01171875,0.01953125,0
2019-11-15 00:09:49,0.0,0.0,0.01171875,0.01171875,0
2019-11-15 00:09:51,0.0,0.0,-0.01171875,0.01171875,0
2019-11-15 00:09:52,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:53,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:54,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:55,0.0,0.0,0.0,0.0,1
2019-11-15 00:09:57,0.0,0.0,0.0,0.0,1
