,time,x_1s,y_1s,z_1s
287,2019-11-15 00:06:30,0.0078125,0.0,-1.0
288,2019-11-15 00:06:31,0.01953125,0.0,-1.0
289,2019-11-15 00:06:32,0.01953125,0.0,-1.0
290,2019-11-15 00:06:35,0.01953125,0.0,-1.0
291,2019-11-15 00:06:37,0.01953125,0.0,-1.0
292,2019-11-15 00:06:38,0.01953125,0.0,-1.0
293,2019-11-15 00:06:40,0.02734375,0.0,-1.0
294,2019-11-15 00:06:43,0.01953125,0.0,-1.0
295,2019-11-15 00:06:44,0.01953125,0.0,-1.0
296,2019-11-15 00:06:45,0.01953125,0.0,-1.0
297,2019-11-15 00:06:46,0.01953125,0.0,-1.0
298,2019-11-15 00:06:48,0.01953125,0.0,-0.98828125
299,2019-11-15 00:06:50,0.01953125,0.0,-1.0
300,2019-11-15 00:06:51,0.01953125,0.0,-1.0
301,2019-11-15 00:06:52,0.02734375,0.0,-1.0
302,2019-11-15 00:06:54,0.01953125,0.0,-1.0
303,2019-11-15 00:06:55,0.01953125,0.0,-0.98828125
304,2019-11-15 00:06:56,0.01953125,0.0,-1.0
305,2019-11-15 00:06:57,0.01953125,0.0,-1.0
306,2019-11-15 00:06:58,0.01953125,0.0,-1.0
307,2019-11-15 00:07:00,0.01953125,0.0,-1.0
308,2019-11-15 00:07:01,0.01953125,0.0,-0.98828125
309,2019-11-15 00:07:02,0.01953125,0.0,-1.0
310,2019-11-15 00:07:03,0.01953125,0.0,-1.0
311,2019-11-15 00:07:04,0.01953125,0.0,-1.0
312,2019-11-15 00:07:06,0.02734375,0.0,-1.0
313,2019-11-15 00:07:07,0.01953125,0.0,-1.0
314,2019-11-15 00:07:08,0.02734375,0.0,-1.0
315,2019-11-15 00:07:09,0.01953125,0.0,-1.0
316,2019-11-15 00:07:10,0.01953125,0.0,-0.98828125
317,2019-11-15 00:07:11,0.01953125,0.0,-1.0
318,2019-11-15 00:07:13,0.01953125,0.0,-1.0
319,2019-11-15 00:07:14,0.01953125,0.0,-1.0
320,2019-11-15 00:07:15,0.02734375,0.0,-0.98828125
321,2019-11-15 00:07:16,0.01953125,0.0,-1.0
322,2019-11-15 00:07:18,0.01953125,0.0,-1.0
