,time,x_5s,y_5s,z_5s
313,2019-11-15 00:01:30,0.01953125,0.0,-1.0
315,2019-11-15 00:01:31,0.01953125,0.0,-1.0
318,2019-11-15 00:01:32,0.01953125,0.0,-1.0
322,2019-11-15 00:01:33,0.01953125,0.0,-1.0
324,2019-11-15 00:01:34,0.02109375,0.0,-1.0
327,2019-11-15 00:01:36,0.02109375,0.0,-0.99765625
334,2019-11-15 00:01:38,0.02109375,0.0,-0.99765625
338,2019-11-15 00:01:39,0.02109375,0.0,-0.99765625
342,2019-11-15 00:01:40,0.02109375,0.0,-0.99765625
346,2019-11-15 00:01:41,0.01953125,0.0,-0.99765625
351,2019-11-15 00:01:44,0.01953125,0.0,-1.0
355,2019-11-15 00:01:45,0.01953125,0.0,-1.0
362,2019-11-15 00:01:47,0.01953125,0.0,-1.0
365,2019-11-15 00:01:48,0.02109375,0.0,-1.0
369,2019-11-15 00:01:50,0.02265625,0.0,-0.99765625
373,2019-11-15 00:01:51,0.02265625,0.0,-0.99765625
376,2019-11-15 00:01:52,0.02265625,0.0,-0.99765625
380,2019-11-15 00:01:53,0.02265625,0.0,-0.99765625
384,2019-11-15 00:01:54,0.02109375,0.0,-0.99765625
388,2019-11-15 00:01:57,0.01953125,0.0,-1.0
392,2019-11-15 00:01:58,0.01953125,0.0,-0.9953125
396,2019-11-15 00:01:59,0.01953125,0.0,-0.9953125
398,2019-11-15 00:02:00,0.01953125,0.0,-0.9953125
401,2019-11-15 00:02:02,0.01953125,0.0,-0.99296875
405,2019-11-15 00:02:03,0.01953125,0.0,-0.99453125
410,2019-11-15 00:02:05,0.01953125,0.0,-0.99921875
414,2019-11-15 00:02:06,0.01953125,0.0,-0.99921875
418,2019-11-15 00:02:07,0.01953125,0.0,-0.99921875
422,2019-11-15 00:02:09,0.01953125,0.0,-1.0015625
426,2019-11-15 00:02:10,0.01953125,0.0,-1.0
430,2019-11-15 00:02:11,0.01953125,0.0,-1.0
434,2019-11-15 00:02:12,0.01953125,0.0,-1.0
438,2019-11-15 00:02:13,0.01953125,0.0,-1.0
442,2019-11-15 00:02:14,0.01953125,0.0,-1.0
446,2019-11-15 00:02:16,0.01953125,0.0,-1.0
450,2019-11-15 00:02:17,0.01953125,0.0,-1.0
454,2019-11-15 00:02:18,0.01953125,0.0,-1.0
458,2019-11-15 00:02:19,0.02109375,0.0,-1.0
462,2019-11-15 00:02:20,0.02265625,0.0,-1.0015625
465,2019-11-15 00:02:22,0.02265625,0.0,-1.0015625
468,2019-11-15 00:02:23,0.02265625,0.0,-1.0015625
472,2019-11-15 00:02:24,0.02265625,0.0,-1.0015625
476,2019-11-15 00:02:25,0.02265625,0.0,-1.0015625
479,2019-11-15 00:02:26,0.02109375,0.0,-1.0
482,2019-11-15 00:02:27,0.02109375,0.0,-1.0015625
485,2019-11-15 00:02:28,0.02109375,0.0,-1.0015625
492,2019-11-15 00:02:31,0.02265625,0.0,-1.0015625
496,2019-11-15 00:02:32,0.02109375,0.0,-1.0015625
499,2019-11-15 00:02:33,0.02109375,0.0,-1.0015625
503,2019-11-15 00:02:34,0.02109375,0.0,-1.0
507,2019-11-15 00:02:35,0.02265625,0.0,-1.0
512,2019-11-15 00:02:38,0.02109375,0.0,-1.0
516,2019-11-15 00:02:39,0.02265625,0.0,-1.0
520,2019-11-15 00:02:42,0.02265625,0.0,-1.0
526,2019-11-15 00:02:45,0.02265625,0.0,-1.0
529,2019-11-15 00:02:47,0.02109375,0.0,-1.0
532,2019-11-15 00:02:48,0.02109375,0.0,-1.0
536,2019-11-15 00:02:49,0.01953125,0.0,-1.0
538,2019-11-15 00:02:50,0.01953125,0.0,-1.0
542,2019-11-15 00:02:52,0.01953125,0.0,-1.0
545,2019-11-15 00:02:53,0.01953125,0.0,-1.0
549,2019-11-15 00:02:54,0.01953125,0.0,-1.0
553,2019-11-15 00:02:55,0.01953125,0.0,-1.0
557,2019-11-15 00:02:57,0.01953125,0.0,-1.0
561,2019-11-15 00:02:59,0.01953125,0.0,-1.0
565,2019-11-15 00:03:00,0.01953125,0.0,-1.0
571,2019-11-15 00:03:03,0.01953125,0.0,-0.99765625
575,2019-11-15 00:03:04,0.02109375,0.0,-0.99765625
579,2019-11-15 00:03:05,0.02109375,0.0,-0.99765625
582,2019-11-15 00:03:06,0.02265625,0.0,-0.99765625
585,2019-11-15 00:03:08,0.02265625,0.0,-0.9953125
593,2019-11-15 00:03:11,0.02265625,0.0,-0.99765625
596,2019-11-15 00:03:13,0.02109375,0.0,-0.99765625
600,2019-11-15 00:03:14,0.02109375,0.0,-0.99765625
603,2019-11-15 00:03:15,0.01953125,0.0,-0.99765625
607,2019-11-15 00:03:16,0.01953125,0.0,-1.0
611,2019-11-15 00:03:17,0.01953125,0.0,-1.0
615,2019-11-15 00:03:18,0.01953125,0.0,-1.0
619,2019-11-15 00:03:20,0.01953125,0.0,-1.0
624,2019-11-15 00:03:22,0.01953125,0.0,-1.0
628,2019-11-15 00:03:23,0.01953125,0.0,-1.0
632,2019-11-15 00:03:25,0.01953125,0.0,-1.0
637,2019-11-15 00:03:29,0.01953125,0.0,-1.0
641,2019-11-15 00:03:30,0.01953125,0.0,-1.0
645,2019-11-15 00:03:31,0.01953125,0.0,-1.0
647,2019-11-15 00:03:32,0.01953125,0.0,-1.0
651,2019-11-15 00:03:33,0.01953125,0.0,-1.0
655,2019-11-15 00:03:34,0.01953125,0.0,-1.0
659,2019-11-15 00:03:36,0.02109375,0.0,-1.0
662,2019-11-15 00:03:37,0.02109375,0.0,-1.0
664,2019-11-15 00:03:38,0.02109375,0.0,-1.0
668,2019-11-15 00:03:39,0.02109375,0.0,-1.0
671,2019-11-15 00:03:40,0.02109375,0.0,-1.0
675,2019-11-15 00:03:41,0.01953125,0.0,-1.0
679,2019-11-15 00:03:42,0.01953125,0.0,-1.0
683,2019-11-15 00:03:44,0.01953125,0.0,-1.0
687,2019-11-15 00:03:45,0.01953125,0.0,-1.0
690,2019-11-15 00:03:46,0.01953125,0.0,-1.0
697,2019-11-15 00:03:50,0.01953125,0.0,-1.0
701,2019-11-15 00:03:51,0.01953125,0.0,-1.0
707,2019-11-15 00:03:53,0.01953125,0.0,-1.0
711,2019-11-15 00:03:54,0.01953125,0.0,-1.0
713,2019-11-15 00:03:56,0.01953125,0.0,-1.0
717,2019-11-15 00:03:57,0.01953125,0.0,-1.0
721,2019-11-15 00:03:58,0.01953125,0.0,-1.0
724,2019-11-15 00:03:59,0.01953125,0.0,-1.0
730,2019-11-15 00:04:02,0.01953125,0.0,-1.0
734,2019-11-15 00:04:03,0.01953125,0.0,-1.0
738,2019-11-15 00:04:04,0.01953125,0.0,-1.0
741,2019-11-15 00:04:05,0.01953125,0.0,-1.0
746,2019-11-15 00:04:07,0.02109375,0.0,-1.0
749,2019-11-15 00:04:09,0.02109375,0.0,-1.0
755,2019-11-15 00:04:11,0.02109375,0.0,-1.0
757,2019-11-15 00:04:12,0.02109375,0.0,-1.0
761,2019-11-15 00:04:14,0.02109375,0.0,-1.0
764,2019-11-15 00:04:15,0.01953125,0.0,-1.0
768,2019-11-15 00:04:21,0.02109375,0.0,-1.0
771,2019-11-15 00:04:22,0.02265625,0.0,-1.0
779,2019-11-15 00:04:26,0.02265625,0.0,-1.0
783,2019-11-15 00:04:27,0.02265625,0.0,-1.0
789,2019-11-15 00:04:30,0.02421875,0.0,-1.0
793,2019-11-15 00:04:31,0.02265625,0.0,-1.0
797,2019-11-15 00:04:32,0.02109375,0.0,-0.99765625
800,2019-11-15 00:04:33,0.02265625,0.0,-0.99765625
806,2019-11-15 00:04:36,0.02265625,0.0,-0.99765625
810,2019-11-15 00:04:37,0.02109375,0.0,-0.99765625
815,2019-11-15 00:04:41,0.02109375,0.0,-0.99765625
818,2019-11-15 00:04:42,0.02109375,0.0,-1.0
822,2019-11-15 00:04:43,0.01953125,0.0,-1.0
826,2019-11-15 00:04:44,0.02109375,0.0,-1.0
830,2019-11-15 00:04:45,0.02109375,0.0,-1.0
834,2019-11-15 00:04:47,0.02109375,0.0,-1.0
837,2019-11-15 00:04:48,0.02109375,0.0,-1.0
843,2019-11-15 00:04:50,0.02109375,0.0,-1.0
846,2019-11-15 00:04:52,0.01953125,0.0,-1.0
850,2019-11-15 00:04:53,0.02109375,0.0,-1.0
854,2019-11-15 00:04:54,0.02265625,0.0,-1.0
858,2019-11-15 00:04:55,0.02265625,0.0,-1.0
865,2019-11-15 00:04:57,0.02265625,0.0,-1.0
866,2019-11-15 00:04:58,0.02265625,0.0,-1.0
869,2019-11-15 00:05:00,0.02109375,0.0,-1.0
876,2019-11-15 00:05:02,0.01953125,0.0,-1.0
880,2019-11-15 00:05:03,0.01953125,0.0,-1.0
883,2019-11-15 00:05:04,0.01953125,0.0,-1.0
887,2019-11-15 00:05:05,0.01953125,0.0,-1.0
891,2019-11-15 00:05:07,0.01953125,0.0,-1.0
894,2019-11-15 00:05:08,0.01953125,0.0,-1.0
897,2019-11-15 00:05:09,0.01953125,0.0,-1.0
901,2019-11-15 00:05:10,0.01953125,0.0,-1.0
905,2019-11-15 00:05:11,0.01953125,0.0,-1.0
908,2019-11-15 00:05:12,0.01953125,0.0,-1.0
912,2019-11-15 00:05:13,0.01953125,0.0,-1.0
916,2019-11-15 00:05:15,0.02109375,0.0,-1.0
920,2019-11-15 00:05:16,0.02109375,0.0,-1.0
924,2019-11-15 00:05:17,0.02109375,0.0,-1.0
928,2019-11-15 00:05:18,0.02265625,0.0,-1.0
932,2019-11-15 00:05:19,0.02265625,0.0,-1.0
936,2019-11-15 00:05:20,0.02109375,0.0,-1.0
940,2019-11-15 00:05:21,0.02109375,0.0,-1.0
944,2019-11-15 00:05:22,0.02109375,0.0,-1.0
948,2019-11-15 00:05:23,0.01953125,0.0,-1.0
952,2019-11-15 00:05:25,0.01953125,0.0,-1.0
956,2019-11-15 00:05:26,0.01953125,0.0,-1.0
960,2019-11-15 00:05:27,0.01953125,0.0,-1.0
964,2019-11-15 00:05:28,0.01953125,0.0,-1.0
968,2019-11-15 00:05:29,0.01953125,0.0,-1.0
972,2019-11-15 00:05:30,0.02109375,0.0,-1.0
978,2019-11-15 00:05:32,0.02109375,0.0,-1.0
982,2019-11-15 00:05:35,0.02109375,0.0,-1.0
985,2019-11-15 00:05:36,0.02109375,0.0,-0.99765625
992,2019-11-15 00:05:38,0.02109375,0.0,-0.99765625
996,2019-11-15 00:05:39,0.01953125,0.0,-0.99765625
999,2019-11-15 00:05:42,0.01953125,0.0,-0.99765625
1003,2019-11-15 00:05:43,0.01953125,0.0,-0.99765625
1006,2019-11-15 00:05:44,0.01953125,0.0,-1.0
1012,2019-11-15 00:05:46,0.01953125,0.0,-1.0
1014,2019-11-15 00:05:48,0.01953125,0.0,-1.0
1017,2019-11-15 00:05:49,0.01953125,0.0,-0.99765625
1021,2019-11-15 00:05:50,0.01953125,0.0,-0.99765625
1025,2019-11-15 00:05:52,0.01953125,0.0,-0.99765625
1029,2019-11-15 00:05:53,0.01953125,0.0,-0.99765625
1033,2019-11-15 00:05:54,0.01953125,0.0,-0.99765625
1036,2019-11-15 00:05:55,0.01953125,0.0,-1.0
1042,2019-11-15 00:05:58,0.01953125,0.0,-1.0
1045,2019-11-15 00:05:59,0.01953125,0.0,-1.0
1049,2019-11-15 00:06:00,0.01953125,0.0,-1.0
1052,2019-11-15 00:06:02,0.01953125,0.0,-1.0
1055,2019-11-15 00:06:03,0.01953125,0.0,-1.0
1059,2019-11-15 00:06:04,0.01953125,0.0,-1.0
1061,2019-11-15 00:06:05,0.01953125,0.0,-1.0
1065,2019-11-15 00:06:06,0.01953125,0.0,-1.0
1072,2019-11-15 00:06:09,0.01953125,0.0,-1.0
1076,2019-11-15 00:06:10,0.01953125,0.0,-0.99765625
1080,2019-11-15 00:06:11,0.01953125,0.0,-0.99921875
1083,2019-11-15 00:06:12,0.01953125,0.0,-0.99921875
1087,2019-11-15 00:06:14,0.01953125,0.0,-0.99921875
1091,2019-11-15 00:06:15,0.01953125,0.0,-0.99921875
1094,2019-11-15 00:06:16,0.01953125,0.0,-1.0015625
1098,2019-11-15 00:06:17,0.02109375,0.0,-1.0
1102,2019-11-15 00:06:18,0.02109375,0.0,-1.0
1105,2019-11-15 00:06:19,0.02109375,0.0,-1.0
1112,2019-11-15 00:06:21,0.02109375,0.0,-0.99765625
1116,2019-11-15 00:06:23,0.02109375,0.0,-0.99765625
1120,2019-11-15 00:06:24,0.01953125,0.0,-0.99765625
1124,2019-11-15 00:06:25,0.01953125,0.0,-0.99765625
1128,2019-11-15 00:06:26,0.01953125,0.0,-0.99765625
1135,2019-11-15 00:06:29,0.01953125,0.0,-1.0
1138,2019-11-15 00:06:30,0.0171875,0.0,-1.0
1142,2019-11-15 00:06:31,0.0171875,0.0,-1.0
1146,2019-11-15 00:06:32,0.0171875,0.0,-1.0
1154,2019-11-15 00:06:35,0.0171875,0.0,-1.0
1158,2019-11-15 00:06:37,0.0171875,0.0,-1.0
1161,2019-11-15 00:06:38,0.01953125,0.0,-1.0
1166,2019-11-15 00:06:40,0.02109375,0.0,-1.0
1171,2019-11-15 00:06:43,0.02109375,0.0,-1.0
1175,2019-11-15 00:06:44,0.02109375,0.0,-1.0
1176,2019-11-15 00:06:45,0.02109375,0.0,-1.0
1180,2019-11-15 00:06:46,0.02109375,0.0,-1.0
1184,2019-11-15 00:06:48,0.01953125,0.0,-0.99765625
1188,2019-11-15 00:06:50,0.01953125,0.0,-0.99765625
1192,2019-11-15 00:06:51,0.01953125,0.0,-0.99765625
1196,2019-11-15 00:06:52,0.02109375,0.0,-0.99765625
1200,2019-11-15 00:06:54,0.02109375,0.0,-0.99765625
1203,2019-11-15 00:06:55,0.02109375,0.0,-0.99765625
1206,2019-11-15 00:06:56,0.02109375,0.0,-0.99765625
1210,2019-11-15 00:06:57,0.02109375,0.0,-0.99765625
1214,2019-11-15 00:06:58,0.01953125,0.0,-0.99765625
1218,2019-11-15 00:07:00,0.01953125,0.0,-0.99765625
1221,2019-11-15 00:07:01,0.01953125,0.0,-0.99765625
1225,2019-11-15 00:07:02,0.01953125,0.0,-0.99765625
1229,2019-11-15 00:07:03,0.01953125,0.0,-0.99765625
1232,2019-11-15 00:07:04,0.01953125,0.0,-0.99765625
1235,2019-11-15 00:07:06,0.02109375,0.0,-0.99765625
1239,2019-11-15 00:07:07,0.02109375,0.0,-1.0
1242,2019-11-15 00:07:08,0.02265625,0.0,-1.0
1246,2019-11-15 00:07:09,0.02265625,0.0,-1.0
1250,2019-11-15 00:07:10,0.02265625,0.0,-0.99765625
1254,2019-11-15 00:07:11,0.02109375,0.0,-0.99765625
1258,2019-11-15 00:07:13,0.02109375,0.0,-0.99765625
1262,2019-11-15 00:07:14,0.01953125,0.0,-0.99765625
1266,2019-11-15 00:07:15,0.02109375,0.0,-0.9953125
1270,2019-11-15 00:07:16,0.02109375,0.0,-0.99765625
1274,2019-11-15 00:07:18,0.02109375,0.0,-0.99765625
1278,2019-11-15 00:07:19,0.02109375,0.0,-0.99765625
1282,2019-11-15 00:07:20,0.02109375,0.0,-1.0015625
1286,2019-11-15 00:07:21,0.01953125,0.0,-1.00390625
1290,2019-11-15 00:07:22,0.01953125,0.0,-1.00390625
1293,2019-11-15 00:07:23,0.01953125,0.0,-1.00390625
1297,2019-11-15 00:07:25,0.01953125,0.0,-1.0015625
1301,2019-11-15 00:07:26,0.01953125,0.0,-0.99765625
1305,2019-11-15 00:07:28,0.01953125,0.0,-0.99765625
1309,2019-11-15 00:07:29,0.01953125,0.0,-0.99765625
1315,2019-11-15 00:07:31,0.01953125,0.0,-0.99765625
1319,2019-11-15 00:07:33,0.01953125,0.0,-1.0
1324,2019-11-15 00:07:35,0.01953125,0.0,-1.0
1327,2019-11-15 00:07:37,0.02109375,0.0,-1.0
1331,2019-11-15 00:07:38,0.02109375,0.0,-1.0
1336,2019-11-15 00:07:41,0.02109375,0.0,-1.0
1339,2019-11-15 00:07:42,0.02109375,0.0,-1.0
1343,2019-11-15 00:07:44,0.02109375,0.0,-1.0
1348,2019-11-15 00:07:46,0.01953125,0.0,-1.0
1352,2019-11-15 00:07:47,0.01953125,0.0,-1.0
1355,2019-11-15 00:07:49,0.02109375,0.0,-1.0
1359,2019-11-15 00:07:50,0.02109375,0.0,-1.0
1363,2019-11-15 00:07:51,0.02265625,0.0,-1.0
1367,2019-11-15 00:07:52,0.02265625,0.0,-1.0
1372,2019-11-15 00:07:55,0.02265625,0.0,-1.0
1376,2019-11-15 00:07:56,0.02109375,0.0,-1.0
1382,2019-11-15 00:07:59,0.02109375,0.0,-1.0
1386,2019-11-15 00:08:00,0.01953125,0.0,-1.0
1390,2019-11-15 00:08:02,0.01953125,0.0,-1.0
1394,2019-11-15 00:08:03,0.01953125,0.0,-1.0
1398,2019-11-15 00:08:05,0.01953125,0.0,-1.0
1402,2019-11-15 00:08:07,0.01953125,0.0,-1.0
1405,2019-11-15 00:08:08,0.01953125,0.0,-1.0
1408,2019-11-15 00:08:09,0.01953125,0.0,-1.0
1412,2019-11-15 00:08:10,0.01953125,0.0,-1.0
1414,2019-11-15 00:08:11,0.01953125,0.0,-1.0
1416,2019-11-15 00:08:12,0.01953125,0.0,-1.0
1419,2019-11-15 00:08:13,0.01953125,0.0,-1.0
1426,2019-11-15 00:08:17,0.01953125,0.0,-1.0
1431,2019-11-15 00:08:19,0.01953125,0.0,-1.0
1435,2019-11-15 00:08:20,0.01953125,0.0,-1.0
1438,2019-11-15 00:08:22,0.01953125,0.0,-1.0
1441,2019-11-15 00:08:23,0.01953125,0.0,-1.0
1445,2019-11-15 00:08:25,0.01953125,0.0,-1.0
1458,2019-11-15 00:08:30,0.01953125,0.0,-1.0
1460,2019-11-15 00:08:31,0.01953125,0.0,-1.0
1466,2019-11-15 00:08:33,0.01953125,0.0,-1.0
1470,2019-11-15 00:08:34,0.01953125,0.0,-1.0
1473,2019-11-15 00:08:36,0.01953125,0.0,-1.0
1474,2019-11-15 00:08:37,0.01953125,0.0,-1.0
1478,2019-11-15 00:08:38,0.01953125,0.0,-1.0
1482,2019-11-15 00:08:39,0.01953125,0.0,-1.0
1485,2019-11-15 00:08:40,0.01953125,0.0,-1.0
1489,2019-11-15 00:08:41,0.01953125,0.0,-1.0
1494,2019-11-15 00:08:43,0.02109375,0.0,-1.0
1498,2019-11-15 00:08:44,0.02109375,0.0,-1.0
1502,2019-11-15 00:08:46,0.02109375,0.0,-1.0
1505,2019-11-15 00:08:47,0.02109375,0.0,-1.0
1509,2019-11-15 00:08:48,0.02109375,0.0,-1.0
1512,2019-11-15 00:08:49,0.01953125,0.0,-1.0
1515,2019-11-15 00:08:50,0.01953125,0.0,-1.0
1517,2019-11-15 00:08:51,0.01953125,0.0,-1.0
1520,2019-11-15 00:08:53,0.01953125,0.0,-1.0
1523,2019-11-15 00:08:54,0.01953125,0.0,-1.0
1527,2019-11-15 00:08:55,0.01953125,0.0,-1.0
1530,2019-11-15 00:08:56,0.01953125,0.0,-1.0
1534,2019-11-15 00:08:57,0.01953125,0.0,-1.0
1537,2019-11-15 00:08:58,0.01953125,0.0,-1.0
1541,2019-11-15 00:08:59,0.01953125,0.0,-1.0
1545,2019-11-15 00:09:00,0.01953125,0.0,-1.0
1548,2019-11-15 00:09:01,0.01953125,0.0,-1.0
1552,2019-11-15 00:09:03,0.01953125,0.0,-0.99765625
1556,2019-11-15 00:09:04,0.01953125,0.0,-0.99765625
1560,2019-11-15 00:09:05,0.01953125,0.0,-0.99765625
1564,2019-11-15 00:09:06,0.02109375,0.0,-1.0015625
1568,2019-11-15 00:09:07,0.02109375,0.0,-1.0015625
1572,2019-11-15 00:09:08,0.02109375,0.0,-1.00390625
1576,2019-11-15 00:09:09,0.02109375,0.0,-1.00390625
1580,2019-11-15 00:09:10,0.02109375,0.0,-1.00390625
1582,2019-11-15 00:09:11,0.01953125,0.0,-1.0
1584,2019-11-15 00:09:13,0.01953125,0.0,-1.0
1588,2019-11-15 00:09:14,0.01953125,0.0,-1.0
1592,2019-11-15 00:09:15,0.01953125,0.0,-1.0
1596,2019-11-15 00:09:16,0.01953125,0.0,-1.0
1600,2019-11-15 00:09:17,0.01953125,0.0,-1.0
1604,2019-11-15 00:09:19,0.01953125,0.0,-1.0
1608,2019-11-15 00:09:20,0.01953125,0.0,-1.0
1611,2019-11-15 00:09:22,0.01953125,0.0,-1.0
1615,2019-11-15 00:09:23,0.01953125,0.0,-1.0
1619,2019-11-15 00:09:24,0.01953125,0.0,-1.0
1623,2019-11-15 00:09:25,0.01953125,0.0,-1.0
1627,2019-11-15 00:09:26,0.01953125,0.0,-1.0
1634,2019-11-15 00:09:29,0.02109375,0.0,-1.0
1638,2019-11-15 00:09:30,0.02109375,0.0,-1.0
1642,2019-11-15 00:09:31,0.02109375,0.0,-1.0
1645,2019-11-15 00:09:32,0.02109375,0.0,-1.0
1650,2019-11-15 00:09:36,0.02265625,0.0,-1.0
1654,2019-11-15 00:09:37,0.02109375,0.0,-1.0
1661,2019-11-15 00:09:41,0.02109375,0.0,-1.0
1664,2019-11-15 00:09:42,0.02109375,0.0,-1.0
1670,2019-11-15 00:09:45,0.02109375,0.0,-1.0
1674,2019-11-15 00:09:46,0.02109375,0.0,-0.99765625
1680,2019-11-15 00:09:48,0.02109375,0.0,-0.99765625
1684,2019-11-15 00:09:49,0.02109375,0.0,-0.9953125
1687,2019-11-15 00:09:51,0.02109375,0.0,-0.9953125
1691,2019-11-15 00:09:52,0.02109375,0.0,-0.9953125
1695,2019-11-15 00:09:53,0.01953125,0.0,-0.99765625
1699,2019-11-15 00:09:54,0.01953125,0.0,-0.99765625
1702,2019-11-15 00:09:55,0.01953125,0.0,-1.0
1706,2019-11-15 00:09:57,0.01953125,0.0,-1.0
1710,2019-11-15 00:09:58,0.01953125,0.0,-1.0
1714,2019-11-15 00:09:59,0.01953125,0.0,-1.0
1718,2019-11-15 00:10:02,0.01953125,0.0,-1.0
1722,2019-11-15 00:10:03,0.01953125,0.0,-0.99765625
1726,2019-11-15 00:10:04,0.01953125,0.0,-0.99765625
1731,2019-11-15 00:10:06,0.01953125,0.0,-0.99765625
1735,2019-11-15 00:10:08,0.01953125,0.0,-0.99765625
1739,2019-11-15 00:10:09,0.01953125,0.0,-0.99765625
1752,2019-11-15 00:10:14,0.01953125,0.0,-1.0
1756,2019-11-15 00:10:15,0.01953125,0.0,-1.0
1760,2019-11-15 00:10:17,0.01953125,0.0,-1.0
1764,2019-11-15 00:10:18,0.01953125,0.0,-1.0
1771,2019-11-15 00:10:20,0.01953125,0.0,-1.0
1774,2019-11-15 00:10:21,0.01953125,0.0,-1.0
1778,2019-11-15 00:10:22,0.01953125,0.0,-0.99765625
1782,2019-11-15 00:10:24,0.01953125,0.0,-0.99765625
1786,2019-11-15 00:10:25,0.01953125,0.0,-0.99765625
1790,2019-11-15 00:10:26,0.01953125,0.0,-0.99765625
1794,2019-11-15 00:10:28,0.01953125,0.0,-0.99921875
1798,2019-11-15 00:10:29,0.01953125,0.0,-1.0015625
